domain,dns_a,dns_aaaa,dns_mx,dns_ns,fuzzer,source_target
aclode.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],homoglyph,adobe.com
adodc.com,['15.197.148.33'],,,['ns39.domaincontrol.com'],homoglyph,adobe.com
abobe.com,['15.197.204.56'],,,['ns1.smartname.com'],homoglyph,adobe.com
adlobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns71.domaincontrol.com'],homoglyph,adobe.com
adolbe.com,['15.197.225.128'],,,['ns09.domaincontrol.com'],homoglyph,adobe.com
aclobe.com,['212.104.128.0'],,,['georgia.ns.cloudflare.com'],homoglyph,adobe.com
adobc.com,['39.105.148.194'],,['mxbiz1.qq.com'],['vip1.alidns.com'],homoglyph,adobe.com
abode.com,['50.78.102.162'],,['mxext1.mailbox.org'],['ns0.dnsmadeeasy.com'],homoglyph,adobe.com
adiobe.com,['69.162.80.57'],,,['ns1.hastydns.com'],homoglyph,adobe.com
xn--adob-yva.com,['83.243.59.82'],,['mail13.netbeat.de'],['ns1.n5q.de'],homoglyph,adobe.com
adode.com,,,,['ns.latnet.lv'],homoglyph,adobe.com
adodle.com,,,,['ns-100.awsdns-12.com'],homoglyph,adobe.com
adoibe.com,,,,['ns1.hastydns.com'],homoglyph,adobe.com
adollbe.com,,,,['dns31.hichina.com'],homoglyph,adobe.com
ado-be.com,['140.188.62.56'],,,['ns1.taoa.com'],hyphenation,adobe.com
1adobe.com,['!ServFail'],['!ServFail'],['!ServFail'],['ns3.vebhost.com'],insertion,adobe.com
sadobe.com,['103.224.182.251'],,['park-mx.above.com'],['ns3.abovedomains.com'],insertion,adobe.com
adobve.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],insertion,adobe.com
adeobe.com,['144.76.59.138'],,,['ns1.mxmpark.com'],insertion,adobe.com
adrobe.com,['144.76.59.138'],,,['ns1.mxmpark.com'],insertion,adobe.com
ad9obe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns07.domaincontrol.com'],insertion,adobe.com
adcobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns73.domaincontrol.com'],insertion,adobe.com
adkobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns73.domaincontrol.com'],insertion,adobe.com
ado0be.com,['15.197.225.128'],,,['ns07.domaincontrol.com'],insertion,adobe.com
ado9be.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns33.domaincontrol.com'],insertion,adobe.com
adobge.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns33.domaincontrol.com'],insertion,adobe.com
adobhe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns71.domaincontrol.com'],insertion,adobe.com
adogbe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns67.domaincontrol.com'],insertion,adobe.com
adohbe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns71.domaincontrol.com'],insertion,adobe.com
adokbe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns67.domaincontrol.com'],insertion,adobe.com
adovbe.com,['15.197.225.128'],,,['ns67.domaincontrol.com'],insertion,adobe.com
adpobe.com,['15.197.225.128'],,,['ns73.domaincontrol.com'],insertion,adobe.com
adsobe.com,['15.197.225.128'],,,,insertion,adobe.com
adxobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns33.domaincontrol.com'],insertion,adobe.com
aedobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns73.domaincontrol.com'],insertion,adobe.com
afdobe.com,['15.197.225.128'],,,['ns73.domaincontrol.com'],insertion,adobe.com
aqdobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns71.domaincontrol.com'],insertion,adobe.com
ardobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns67.domaincontrol.com'],insertion,adobe.com
awdobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns33.domaincontrol.com'],insertion,adobe.com
axdobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns33.domaincontrol.com'],insertion,adobe.com
azdobe.com,['15.197.225.128'],,,['ns73.domaincontrol.com'],insertion,adobe.com
qadobe.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns67.domaincontrol.com'],insertion,adobe.com
wadobe.com,['15.197.225.128'],,,['ns67.domaincontrol.com'],insertion,adobe.com
adfobe.com,['208.91.196.105'],,['~'],['sk.s5.cm.ns1.39.ztomy.com'],insertion,adobe.com
adonbe.com,['23.105.175.18'],,,['ns1.thednscloud.com'],insertion,adobe.com
adobne.com,['23.82.16.57'],,,['ns1.emu-dns.com'],insertion,adobe.com
acdobe.com,,,,['ns33.domaincontrol.com'],insertion,adobe.com
ad0obe.com,,,['mailstore1.secureserver.net'],['ns67.domaincontrol.com'],insertion,adobe.com
adopbe.com,,,,['ns1.torresdns.com'],insertion,adobe.com
yadobe.com,,,['wooden.doorknob.biz'],['pns1.cloudns.net'],insertion,adobe.com
zadobe.com,,,['mailstore1.secureserver.net'],['ns67.domaincontrol.com'],insertion,adobe.com
dobe.com,['104.21.85.123'],['2606:4700:3031::6815:557b'],['route1.mx.cloudflare.net'],['dan.ns.cloudflare.com'],omission,adobe.com
adob.com,['199.191.50.184'],,['~'],['ns111484.ztomy.com'],omission,adobe.com
aobe.com,['69.163.184.127'],,['mx1.mailchannels.net'],['ns10.dnsmadeeasy.com'],omission,adobe.com
adoe.com,['74.208.14.186'],,['smtp.getontheweb.com'],['ns1.dnsnameservice.com'],omission,adobe.com
adbe.com,,,,['dns1.name-services.com'],omission,adobe.com
addobe.com,['103.224.212.119'],,,['ns1.abovedomains.com'],repetition,adobe.com
aadobe.com,['15.197.225.128'],,,['ns59.domaincontrol.com'],repetition,adobe.com
adoobe.com,['15.197.225.128'],,,['ns73.domaincontrol.com'],repetition,adobe.com
adobbe.com,,,['vidar.edeinternet.net'],['ns.intersessions.com'],repetition,adobe.com
adobs.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],replacement,adobe.com
axobe.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,adobe.com
wdobe.com,['13.248.169.48'],,[''],['ns1.afternic.com'],replacement,adobe.com
adobz.com,['15.197.148.33'],,['adobz-com.mail.protection.outlook.com'],['ns45.domaincontrol.com'],replacement,adobe.com
adoge.com,['15.197.148.33'],,,['ns69.domaincontrol.com'],replacement,adobe.com
ad9be.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns73.domaincontrol.com'],replacement,adobe.com
adob3.com,['15.197.225.128'],,,['ns73.domaincontrol.com'],replacement,adobe.com
adob4.com,['15.197.225.128'],,['mailstore1.secureserver.net'],['ns07.domaincontrol.com'],replacement,adobe.com
adobw.com,['15.197.225.128'],,,['ns37.domaincontrol.com'],replacement,adobe.com
zdobe.com,['15.197.225.128'],,,['ns33.domaincontrol.com'],replacement,adobe.com
adove.com,['157.230.161.221'],,,['ns1.fabulous.com'],replacement,adobe.com
adlbe.com,['172.81.181.13'],,,['dns1.registrar-servers.com'],replacement,adobe.com
asobe.com,['182.48.49.36'],['2403:3a00:101:15:182:48:49:36'],,['ns1.dns.ne.jp'],replacement,adobe.com
arobe.com,['185.65.56.144'],,,['dns1.namebay.com'],replacement,adobe.com
adobr.com,['199.191.50.184'],,['~'],['ns111484.ztomy.com'],replacement,adobe.com
sdobe.com,['199.191.50.184'],,,['ns111484.ztomy.com'],replacement,adobe.com
1dobe.com,,,['mxa.mailgun.org'],['ns-1314.awsdns-36.org'],replacement,adobe.com
adohe.com,['209.196.146.115'],,,['ns3.epik.com'],replacement,adobe.com
acobe.com,['64.31.3.235'],,,['ns1.brainydns.com'],replacement,adobe.com
adibe.com,['86.105.245.69'],,,['ns1.eftydns.com'],replacement,adobe.com
adone.com,['95.211.70.220'],,['mail.adone.com'],['ns0.transip.net'],replacement,adobe.com
adpbe.com,,,,['ns1.bodis.com'],replacement,adobe.com
aodbe.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],transposition,adobe.com
adoeb.com,['13.248.169.48'],,,,transposition,adobe.com
adboe.com,['15.197.204.56'],,,['ns1.smartname.com'],transposition,adobe.com
daobe.com,['160.153.47.131'],,['mailstore1.secureserver.net'],['ns25.domaincontrol.com'],transposition,adobe.com
adobecom.com,,,,['ns201.adobe.net'],various,adobe.com
udobe.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],vowel-swap,adobe.com
adabe.com,['15.197.148.33'],,,['ns35.domaincontrol.com'],vowel-swap,adobe.com
adebe.com,['172.98.192.43'],,,,vowel-swap,adobe.com
adobo.com,['64.190.63.111'],,,,vowel-swap,adobe.com
adobi.com,['64.31.3.235'],,,['ns1.brainydns.com'],vowel-swap,adobe.com
adube.com,,['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],vowel-swap,adobe.com
odobe.com,,['2600:3c01::2000:3aff:feb3:2e94'],['mail.mailerhost.net'],['anan.ns.giantpanda.com'],vowel-swap,adobe.com
airbnb.com,['166.117.189.176'],,['alt1.aspmx.l.google.com'],['dns1.p08.nsone.net'],*original,airbnb.com
airbnbn.com,['103.224.182.211'],,['park-mx.above.com'],['ns15.abovedomains.com'],addition,airbnb.com
airbnbu.com,['13.248.169.48'],,[''],['ns3.afternic.com'],addition,airbnb.com
airbnbv.com,['207.207.210.36'],,,['curitiba.ns.porkbun.com'],addition,airbnb.com
airbnbs.com,['208.115.249.238'],,,,addition,airbnb.com
airbnbc.com,['216.245.213.76'],,,['ns1.redfoxdns.com'],addition,airbnb.com
airbnba.com,['216.245.213.77'],,['mail.h-email.net'],['ns1.redfoxdns.com'],addition,airbnb.com
airbnb2.com,['3.33.139.32'],,,['ns1.markmonitor.com'],addition,airbnb.com
airbnbb.com,['3.33.139.32'],,,,addition,airbnb.com
airbnbh.com,['5.22.145.121'],['2a00:18e0:5:2:7577:4e4d:413b:f507'],,['ns1.ispapi.net'],addition,airbnb.com
airbnbg.com,,,,['duke.ns.cloudflare.com'],addition,airbnb.com
airbnbj.com,,,,['ns1.markmonitor.com'],addition,airbnb.com
airbnbl.com,,,,['ns1.parkingcrew.net'],addition,airbnb.com
airbnbz.com,,,,['expired1.sibername.com'],addition,airbnb.com
aarbnb.com,['!ServFail'],['!ServFail'],,['ns49.domaincontrol.com'],bitsquatting,airbnb.com
airblb.com,['103.224.212.123'],,['park-mx.above.com'],['597.ns1.abovedomains.com'],bitsquatting,airbnb.com
airbnr.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],bitsquatting,airbnb.com
aircnb.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],bitsquatting,airbnb.com
airrnb.com,['13.223.25.84'],,,['nsg1.namebrightdns.com'],bitsquatting,airbnb.com
ayrbnb.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],bitsquatting,airbnb.com
airbnf.com,['13.248.169.48'],,[''],['ns1.afternic.com'],bitsquatting,airbnb.com
airjnb.com,['13.248.243.5'],,['airjnb-com.mail.protection.outlook.com'],['ns25.domaincontrol.com'],bitsquatting,airbnb.com
airbjb.com,['157.90.33.73'],,,['ns1.park-my-domain.net'],bitsquatting,airbnb.com
aisbnb.com,['185.158.133.1'],,,['cullen.ns.cloudflare.com'],bitsquatting,airbnb.com
ahrbnb.com,['185.243.132.102'],,,['ns01.agenturserver.co'],bitsquatting,airbnb.com
cirbnb.com,['195.201.128.179'],['2406:da1e:214:c900:a3c3:4315:4c33:df46'],,['ns1.dns-redirect.com'],bitsquatting,airbnb.com
qirbnb.com,['207.207.210.36'],,,['curitiba.ns.porkbun.com'],bitsquatting,airbnb.com
airbnc.com,['3.33.139.32'],,['bh.markmonitor.com'],['ns1.markmonitor.com'],bitsquatting,airbnb.com
akrbnb.com,['5.22.145.121'],['2a00:18e0:5:2:7577:4e4d:413b:f507'],,['ns1.ispapi.net'],bitsquatting,airbnb.com
eirbnb.com,['66.29.154.113'],,,['dns1.registrar-servers.com'],bitsquatting,airbnb.com
airbob.com,['85.13.164.88'],,['w01fe010.kasserver.com'],['ns5.kasserver.com'],bitsquatting,airbnb.com
airfnb.com,['91.184.0.200'],['2a02:2268:1:0:f816:3eff:fe7b:63c6'],,['ns01.hostnet.nl'],bitsquatting,airbnb.com
airbnj.com,,,,['pablo.ns.cloudflare.com'],bitsquatting,airbnb.com
amrbnb.com,,,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],bitsquatting,airbnb.com
xn--arbnb-zsa.com,['!ServFail'],['!ServFail'],['!ServFail'],['ns984.hostgator.com.br'],homoglyph,airbnb.com
airibnb.com,['103.224.212.112'],,['park-mx.above.com'],['567.ns1.abovedomains.com'],homoglyph,airbnb.com
airlbnb.com,['104.21.75.19'],['2606:4700:3030::6815:4b13'],,['duke.ns.cloudflare.com'],homoglyph,airbnb.com
airbnnb.com,['104.247.81.99'],,,['ns1.parkingcrew.net'],homoglyph,airbnb.com
airdmb.com,['15.197.148.33'],,,['ns27.domaincontrol.com'],homoglyph,airbnb.com
alrbrb.com,['159.198.44.245'],,,,homoglyph,airbnb.com
airbmb.com,['3.33.139.32'],,,['ns1.markmonitor.com'],homoglyph,airbnb.com
airbnd.com,['3.33.139.32'],,['bh.markmonitor.com'],['ns1.markmonitor.com'],homoglyph,airbnb.com
airdnb.com,['3.33.139.32'],,['bh.markmonitor.com'],['ns1.markmonitor.com'],homoglyph,airbnb.com
airdnd.com,['3.33.139.32'],,['bh.markmonitor.com'],['ns1.markmonitor.com'],homoglyph,airbnb.com
alrbnb.com,['3.33.139.32'],,['bh.markmonitor.com'],['ns1.markmonitor.com'],homoglyph,airbnb.com
xn--arbnb-tsa.com,['35.205.106.218'],,,,homoglyph,airbnb.com
a1rbnb.com,['54.148.213.250'],,['eforward1.registrar-servers.com'],['dns1.registrar-servers.com'],homoglyph,airbnb.com
airbrnb.com,['69.162.80.59'],,['mail.h-email.net'],['ns1.hastydns.com'],homoglyph,airbnb.com
airbrb.com,['99.83.176.46'],,,['ns1.markmonitor.com'],homoglyph,airbnb.com
airb-nb.com,['216.198.79.65'],,,['ns1.vercel-dns.com'],hyphenation,airbnb.com
air-bnb.com,['99.83.176.46'],,,['ns1.markmonitor.com'],hyphenation,airbnb.com
ai-rbnb.com,,,['mx.ai-rbnb.com'],['ns1.domain.com'],hyphenation,airbnb.com
airvbnb.com,['103.224.182.252'],,['park-mx.above.com'],['ns3.abovedomains.com'],insertion,airbnb.com
airbvnb.com,['104.21.13.107'],['2606:4700:3033::6815:d6b'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
airbnmb.com,['104.21.21.243'],['2606:4700:3030::6815:15f3'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
airebnb.com,['104.21.32.2'],['2606:4700:3036::6815:2002'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
airtbnb.com,['104.21.37.116'],['2606:4700:3031::ac43:cfd5'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
aikrbnb.com,['104.21.4.105'],['2606:4700:3030::ac43:83fc'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
airfbnb.com,['104.21.46.22'],['2606:4700:3030::6815:2e16'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
airdbnb.com,['104.21.53.136'],['2606:4700:3030::ac43:d521'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
aijrbnb.com,['104.21.56.28'],['2606:4700:3030::ac43:b019'],,,insertion,airbnb.com
aierbnb.com,['104.21.58.93'],['2606:4700:3030::ac43:9ec1'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
zairbnb.com,['104.21.69.123'],['2606:4700:3033::ac43:d006'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
aitrbnb.com,['104.21.82.225'],['2606:4700:3031::6815:52e1'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
aoirbnb.com,['104.21.86.107'],['2606:4700:3031::ac43:da69'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
azirbnb.com,['104.21.93.217'],['2606:4700:3036::ac43:d750'],,['duke.ns.cloudflare.com'],insertion,airbnb.com
airbbnb.com,['104.247.81.99'],,['mail.h-email.net'],['ns1.parkingcrew.net'],insertion,airbnb.com
aiurbnb.com,['104.45.228.22'],,,['f1g1ns1.dnspod.net'],insertion,airbnb.com
auirbnb.com,['192.155.84.236'],['2600:3c01::2000:3aff:feb3:2e94'],['mail.mailerhost.net'],['anan.ns.giantpanda.com'],insertion,airbnb.com
sairbnb.com,['207.207.210.36'],,,['curitiba.ns.porkbun.com'],insertion,airbnb.com
airnbnb.com,['3.33.139.32'],,['bh.markmonitor.com'],['ns1.markmonitor.com'],insertion,airbnb.com
asirbnb.com,['5.22.145.121'],['2a00:18e0:5:2:7577:4e4d:413b:f507'],,['ns1.ispapi.net'],insertion,airbnb.com
qairbnb.com,['5.22.145.121'],['2a00:18e0:5:2:7577:4e4d:413b:f507'],,['ns1.ispapi.net'],insertion,airbnb.com
aiorbnb.com,['54.215.31.113'],,,,insertion,airbnb.com
airbgnb.com,['54.215.31.113'],,,['ns1.dyna-ns.net'],insertion,airbnb.com
airbmnb.com,['54.215.31.113'],,,['ns1.dyna-ns.net'],insertion,airbnb.com
airhbnb.com,['54.215.31.113'],,,['ns1.dyna-ns.net'],insertion,airbnb.com
airbnhb.com,['64.190.63.222'],,['localhost'],['ns1.sedoparking.com'],insertion,airbnb.com
wairbnb.com,['99.83.176.46'],,,['ns1.markmonitor.com'],insertion,airbnb.com
airbn.com,['104.143.9.110'],,,['ns1.fabulous.com'],omission,airbnb.com
irbnb.com,['172.98.192.44'],,,['ns1.smtmdns.com'],omission,airbnb.com
aibnb.com,['75.2.60.5'],,['aibnb-com.mail.protection.outlook.com'],['ns63.domaincontrol.com'],omission,airbnb.com
airbb.com,['99.83.176.46'],,,['ns1.markmonitor.com'],omission,airbnb.com
airnb.com,['99.83.176.46'],,,['ns1.markmonitor.com'],omission,airbnb.com
arbnb.com,,,,['ns1.markmonitor.com'],omission,airbnb.com
airsbnb.com,['15.197.148.33'],,['mailstore1.secureserver.net'],['ns09.domaincontrol.com'],plural,airbnb.com
aiirbnb.com,['162.255.119.197'],,,['dns1.registrar-servers.com'],repetition,airbnb.com
aairbnb.com,,,,['ns3.cnmsn.com'],repetition,airbnb.com
airrbnb.com,,,,['ns1.parkingcrew.net'],repetition,airbnb.com
airbnn.com,['103.224.182.240'],,,,replacement,airbnb.com
aiebnb.com,['103.224.182.244'],,['park-mx.above.com'],['581.ns1.abovedomains.com'],replacement,airbnb.com
aorbnb.com,['103.224.182.244'],,['park-mx.above.com'],['581.ns1.abovedomains.com'],replacement,airbnb.com
ai5bnb.com,['104.21.28.43'],['2606:4700:3033::6815:1c2b'],,['marlowe.ns.cloudflare.com'],replacement,airbnb.com
airbnv.com,['104.21.39.211'],['2606:4700:3035::6815:27d3'],,['raegan.ns.cloudflare.com'],replacement,airbnb.com
zirbnb.com,['104.21.40.211'],,,['duke.ns.cloudflare.com'],replacement,airbnb.com
a9rbnb.com,['104.21.5.76'],['2606:4700:3031::ac43:852d'],,['marlowe.ns.cloudflare.com'],replacement,airbnb.com
wirbnb.com,['104.21.73.165'],['2606:4700:3034::ac43:9247'],,,replacement,airbnb.com
a8rbnb.com,['104.21.92.133'],['2606:4700:3030::6815:5c85'],,['marlowe.ns.cloudflare.com'],replacement,airbnb.com
aidbnb.com,['127.0.0.1'],,,['dns10.parkpage.foundationapi.com'],replacement,airbnb.com
airgnb.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],replacement,airbnb.com
airhnb.com,['13.223.25.84'],['2600:1f18:4ae:c605:dd5d:b838:5816:d7fb'],,['nsg1.namebrightdns.com'],replacement,airbnb.com
ai4bnb.com,['13.248.169.48'],,[''],['ns3.afternic.com'],replacement,airbnb.com
airbhb.com,['144.76.59.138'],,,['ns1.mxmpark.com'],replacement,airbnb.com
airnnb.com,['15.197.156.195'],,['mx2.forwardemail.net'],['ns1.catch.club'],replacement,airbnb.com
airvnb.com,['15.197.156.195'],,['mx2.forwardemail.net'],['ns1.catch.club'],replacement,airbnb.com
aitbnb.com,['15.197.156.195'],,['mx2.forwardemail.net'],['ns1.catch.club'],replacement,airbnb.com
sirbnb.com,['15.197.156.195'],,,['ns1.catch.club'],replacement,airbnb.com
aifbnb.com,['15.197.225.128'],,,['ns77.domaincontrol.com'],replacement,airbnb.com
airbng.com,['208.91.196.105'],,['~'],['sk.s5.cm.ns1.39.ztomy.com'],replacement,airbnb.com
ajrbnb.com,['3.33.139.32'],,,['ns1.markmonitor.com'],replacement,airbnb.com
aurbnb.com,['44.232.173.249'],,,['launch1.spaceship.net'],replacement,airbnb.com
airbbb.com,,['2600:3c01::2000:3aff:feb3:2e94'],,['changchang.ns.giantpanda.com'],replacement,airbnb.com
aibrnb.com,['15.197.156.195'],,,['ns1.catch.club'],transposition,airbnb.com
iarbnb.com,['15.197.156.195'],,['mx2.forwardemail.net'],['ns1.catch.club'],transposition,airbnb.com
airbbn.com,['3.33.139.32'],,,['ns1.markmonitor.com'],transposition,airbnb.com
airnbb.com,['3.33.139.32'],,,['ns1.markmonitor.com'],transposition,airbnb.com
aribnb.com,['3.33.139.32'],,,,transposition,airbnb.com
airbnbcom.com,['3.33.139.32'],,['bh.markmonitor.com'],['ns1.markmonitor.com'],various,airbnb.com
aerbnb.com,['208.91.197.27'],,,['ns7.worldnic.com'],vowel-swap,airbnb.com
oirbnb.com,['35.86.13.118'],,,['dns1.p01.nsone.net'],vowel-swap,airbnb.com
alice-bob.com,['35.214.132.93'],,['alicebob-com01c.mail.protection.outlook.com'],['noah.ns.cloudflare.com'],*original,alice-bob.com
alicebob.com,['104.21.85.61'],['2606:4700:3031::6815:553d'],['alt1.aspmx.l.google.com'],['aspen.ns.cloudflare.com'],omission,alice-bob.com
allstate.com,['167.127.109.24'],['!ServFail'],['allstate-com.mail.protection.outlook.com'],['ns1.allstate.com'],*original,allstate.com
allstatel.com,['103.224.182.247'],,['park-mx.above.com'],['ns3.abovedomains.com'],addition,allstate.com
allstated.com,['103.224.182.251'],,['park-mx.above.com'],['ns1.above.com'],addition,allstate.com
allstate0.com,['15.197.148.33'],,,,addition,allstate.com
allstateu.com,['18.188.128.145'],,,['pdns108.ultradns.biz'],addition,allstate.com
allstates.com,['20.127.157.104'],,['mx-biz.mail.am0.yahoodns.net'],['yns1.yahoo.com'],addition,allstate.com
allstate1.com,['208.91.197.132'],,['!ServFail'],['ns1.pendingrenewaldeletion.com'],addition,allstate.com
allstate3.com,['75.2.103.146'],,,['ns01.gcd-dns.com'],addition,allstate.com
allstate4.com,['75.2.103.146'],,,['ns01.gcd-dns.com'],addition,allstate.com
allstatea.com,['75.2.103.146'],,,['ns01.gcd-dns.com'],addition,allstate.com
