domain,ip,shodan_ip,ports,vulns,tags,hostnames,os,priority,reason
azure4.com,172.66.0.42,172.66.0.42,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: azure
azure8.com,,216.239.32.21,,,,,,1,Combo-squat: azure
azureexplained.com,,192.64.119.189,,,,,,1,Combo-squat: azure
azuregiare.com,45.155.69.163,45.155.69.163,3389,,self-signed,,Windows (build 10.0.19041),1,Combo-squat: azure
azureb.com,,184.99.147.37,,,,,,1,Combo-squat: azure
azureh.com,195.35.15.112,195.35.15.112,,,,,,1,Combo-squat: azure
azurel.com,84.16.76.243,84.16.76.243,80;443;21;22,,starttls,ftp.infomaniak.com;preview.infomaniak.website;h2web297.infomaniak.ch,Unix,1,Combo-squat: azure
azuree.com,,103.169.160.74,,,,,,1,Combo-squat: azure
azuren.com,,207.148.248.143,,,,,,1,Combo-squat: azure
azurep.com,,198.185.159.144,,,,,,1,Combo-squat: azure
azurem.com,108.167.169.26,108.167.169.26,993;2082;995;2222;2086;2087;3306;587;110;143;80;465;2083;21;22;26;443;2096;2077;53,CVE-2023-51385;CVE-2016-20012;CVE-2018-15919;CVE-2017-15906;CVE-2021-36368;CVE-2025-26465;CVE-2023-51767;CVE-2018-20685;CVE-2018-15473;CVE-2020-14145;CVE-2020-15778;CVE-2023-48795;CVE-2023-38408;CVE-2007-2768;CVE-2008-3844;CVE-2019-6111;CVE-2019-6110;CVE-2021-41617;CVE-2025-32728;CVE-2019-6109,database;eol-product;starttls,www.feiraodobebe.com.br.infralinks.com.br;br334-ip03.hostgator.com.br;hostgator.com.br;www.controlautocom.com.br.infralinks.com.br;controlautocom.com.br;feiraodobebe.com.br,,1,Combo-squat: azure
azureu.com,13.66.209.135,13.66.209.135,80;443,,cloud,,,1,Combo-squat: azure
adobe.digiwav.store,,87.98.164.155,,,,,,1,Combo-squat: adobe
azurex.com,52.201.53.166,52.201.53.166,80,,cloud,ec2-52-201-53-166.compute-1.amazonaws.com,,1,Combo-squat: azure
azurer.com,185.230.63.186,185.230.63.186,80;443;445,,,unalocated.63.wixsite.com,,1,Combo-squat: azure
azuref.com,170.33.12.185,170.33.12.185,80,,cloud,,,1,Combo-squat: azure
azurev.com,170.33.12.185,170.33.12.185,80,,cloud,,,1,Combo-squat: azure
banking.citi.com,,136.110.161.218,,,,,,1,Combo-squat: citi
bankofamericac.com,103.224.182.238,103.224.182.238,80;443,,,344d.com;brgrz.online;wessternunion.com;lb-182-238.above.com;aethusa.de;premoney.xyz;tryslushymagic.com;purechemicals.net,,1,Combo-squat: bankofamerica
bankofamericai.com,213.123.60.239,213.123.60.239,80,,,,,1,Combo-squat: bankofamerica
bankofamericao.com,103.224.212.200,103.224.212.200,80;443,,,344d.com;brgrz.online;tryslushymagic.com;aethusa.de;premoney.xyz;lb-212-200.above.com;wessternunion.com;purechemicals.net,,1,Combo-squat: bankofamerica
capitalonec.com,103.224.212.200,103.224.212.200,80;443,,,344d.com;brgrz.online;tryslushymagic.com;aethusa.de;premoney.xyz;lb-212-200.above.com;wessternunion.com;purechemicals.net,,1,Combo-squat: capitalone
citizensbznk.com,103.224.212.200,103.224.212.200,80;443,,,344d.com;brgrz.online;tryslushymagic.com;aethusa.de;premoney.xyz;lb-212-200.above.com;wessternunion.com;purechemicals.net,,1,Combo-squat: citi
bankofamericaa.com,,64.31.3.226,,,,,,1,Combo-squat: bankofamerica
citizensabnk.com,,64.31.3.226,,,,,,1,Combo-squat: citi
bankofamericas.com,,171.159.228.21,,,,,,1,Combo-squat: bankofamerica
bbankofamerica.com,,171.159.228.21,,,,,,1,Combo-squat: bankofamerica
bankofamericat.com,45.63.17.171,45.63.17.171,,,,,,1,Combo-squat: bankofamerica
bbinance.com,47.52.200.94,47.52.200.94,80;22,,cloud,,Ubuntu,1,Combo-squat: binance
bbitfinex.com,54.157.108.158,54.157.108.158,80;443,,cloud,headbangersblog.com;ec2-54-157-108-158.compute-1.amazonaws.com,,1,Combo-squat: bitfinex
bbitstamp.net,104.21.37.14,104.21.37.14,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: bitstamp
bcbsd.com,,208.91.197.195,,,,,,1,Combo-squat: bcbs
azurew.com,,38.207.176.136,,,,,,1,Combo-squat: azure
bbithumb.com,185.53.179.128,185.53.179.128,80,,,,,1,Combo-squat: bithumb
binance5.com,185.53.179.128,185.53.179.128,80,,,,,1,Combo-squat: binance
bithumbb.com,185.53.179.128,185.53.179.128,80,,,,,1,Combo-squat: bithumb
capitalonen.com,185.53.179.128,185.53.179.128,80,,,,,1,Combo-squat: capitalone
bbybit.com,45.77.92.157,45.77.92.157,80;443,,cloud,45.77.92.157.vultrusercontent.com;infinitylite.com,,1,Combo-squat: bybit
bbnymellon.com,,15.197.173.102,,,,,,1,Combo-squat: bnymellon
ccvshealth.com,,15.197.173.102,,,,,,1,Combo-squat: cvshealth
bcbsm.com,,12.176.249.78,,,,,,1,Combo-squat: bcbs
bcbsa.com,,204.74.99.100,,,,,,1,Combo-squat: bcbs
bcbsglobalsolutions.com,151.101.193.161,151.101.193.161,80;443,,cdn,extensions.zesty.io;glencroftvet.com;www.wrightsfarm.com;zesty.pw;zesty.link;eastsuburbananimalhospital.com;randyapuzzo.com;www.okaloosavet.com;okaloosavet.com;zesty.io;yourbestcms.com;hermanson.com;zesty.org,,1,Combo-squat: bcbs
bcbsl.com,172.67.138.211,172.67.138.211,2096;2082;2083;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: bcbs
bcbsi.com,,130.211.156.41,,,,,,1,Combo-squat: bcbs
bbcbs.com,69.162.80.54,69.162.80.54,80;8080;443;53,,,54-80-162-69.static.reverse.lstn.net,,1,Combo-squat: bcbs
bcbsf.com,,157.174.228.214,,,,,,1,Combo-squat: bcbs
bcbsu.com,,104.247.81.99,,,,,,1,Combo-squat: bcbs
cignar.com,,104.247.81.99,,,,,,1,Combo-squat: cigna
citi.zensbank.com,,104.247.81.99,,,,,,1,Combo-squat: citi
bcbsq.com,,156.234.228.75,,,,,,1,Combo-squat: bcbs
bcbss.com,75.103.91.219,75.103.91.219,993;2082;995;2095;587;110;143;80;465;2083;21;443;8083;2077,CVE-2020-28017;CVE-2022-31628;CVE-2022-31629;CVE-2024-39929;CVE-2020-28016;CVE-2020-28011;CVE-2020-28010;CVE-2020-28013;CVE-2020-28012;CVE-2023-42117;CVE-2020-28014;CVE-2023-42115;CVE-2023-42114;CVE-2020-28019;CVE-2020-28018;CVE-2023-42119;CVE-2007-3205;CVE-2024-3566;CVE-2022-37452;CVE-2022-37451;CVE-2020-11579;CVE-2013-2220;CVE-2022-4900;CVE-2021-27216;CVE-2020-28024;CVE-2020-28025;CVE-2020-28026;CVE-2020-28020;CVE-2020-28021;CVE-2020-28022;CVE-2020-28023;CVE-2020-28007;CVE-2025-67896;CVE-2020-28008;CVE-2020-28009;CVE-2019-10149;CVE-2022-3559;CVE-2024-25117;CVE-2019-13917;CVE-2019-15846;CVE-2023-51766;CVE-2017-8923;CVE-2020-8015;CVE-2020-12783;CVE-2020-28015;CVE-2021-38371;CVE-2023-42116,eol-product;starttls,bcbss.com;newtekwebhosting.com;www.bcbss.com;newtekmanageditsolutions.com,,1,Combo-squat: bcbs
bcbst.com,,208.21.37.34,,,,,,1,Combo-squat: bcbs
aathene.com,,199.191.50.243,,,,,,1,Combo-squat: athene
bcbsz.com,172.80.47.227,172.80.47.227,80,,,,,1,Combo-squat: bcbs
bgate.io,216.239.34.21,216.239.34.21,80;443,,,any-in-2215.1e100.net;pilot.cndls.georgetown.edu,,1,Combo-squat: gate
bgemini.com,,104.206.141.238,,,,,,1,Combo-squat: gemini
bgithub.com,,198.49.23.144,,,,,,1,Combo-squat: github
bgoogle.com,207.246.78.75,207.246.78.75,80,,cloud,207.246.78.75.vultrusercontent.com,,1,Combo-squat: google
bcbsr.com,,51.89.7.228,,,,,,1,Combo-squat: bcbs
bigmail.info,,172.67.137.92,,,,,,1,Combo-squat: gmail
binance.com,,3.113.135.136,,,,,,1,Combo-squat: binance
binance.us,3.170.19.50,3.170.19.50,80;443,CVE-2023-44487;CVE-2019-11358;CVE-2025-23419;CVE-2015-9251;CVE-2020-11022;CVE-2020-11023,cdn;eol-product;cloud,aprilgornik.com;server-3-170-19-50.iad61.r.cloudfront.net,,1,Combo-squat: binance
binance6.com,172.67.219.85,172.67.219.85,2096;2082;2083;2052;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: binance
binanceb.com,104.21.16.40,104.21.16.40,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: binance
binance4.com,,46.8.8.220,,,,,,1,Combo-squat: binance
binanceg.com,104.21.12.30,104.21.12.30,2096;2082;2083;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: binance
binancec.com,23.105.175.15,23.105.175.15,8080;80;53;443;8444;1022,,,roldalsgarasjen.com,Linux,1,Combo-squat: binance
binancej.com,104.21.16.59,104.21.16.59,2096;2082;2083;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,feishuan.cn,,1,Combo-squat: binance
binancei.com,104.21.93.86,104.21.93.86,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: binance
binancek.com,,172.237.146.38,,,,,,1,Combo-squat: binance
citil.com,,172.237.146.38,,,,,,1,Combo-squat: citi
binancen.com,,172.67.222.108,,,,,,1,Combo-squat: binance
binancep.com,,104.21.56.184,,,,,,1,Combo-squat: binance
binancecom.com,,46.175.135.11,,,,,,1,Combo-squat: binance
binance-us.com,77.247.182.246,77.247.182.246,80;8080;443;53,,,asheryatzar.com,,1,Combo-squat: binance
binancer.us,,103.224.212.216,,,,,,1,Combo-squat: binance
binanceu.com,,104.21.35.197,,,,,,1,Combo-squat: binance
binances.com,52.40.42.113,52.40.42.113,80;443,,cloud,ec2-52-40-42-113.us-west-2.compute.amazonaws.com,,1,Combo-squat: binance
booktangier.com,52.40.42.113,52.40.42.113,80;443,,cloud,ec2-52-40-42-113.us-west-2.compute.amazonaws.com,,1,Combo-squat: okta
chatgptc.com,52.40.42.113,52.40.42.113,80;443,,cloud,ec2-52-40-42-113.us-west-2.compute.amazonaws.com,,1,Combo-squat: chatgpt
chatgptq.com,52.40.42.113,52.40.42.113,80;443,,cloud,ec2-52-40-42-113.us-west-2.compute.amazonaws.com,,1,Combo-squat: chatgpt
citiz.com,52.40.42.113,52.40.42.113,80;443,,cloud,ec2-52-40-42-113.us-west-2.compute.amazonaws.com,,1,Combo-squat: citi
binancev.com,104.21.93.181,104.21.93.181,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,sunnysidefoot.net,,1,Combo-squat: binance
binanceo.com,,23.105.175.16,,,,,,1,Combo-squat: binance
capitalone3.com,,23.105.175.16,,,,,,1,Combo-squat: capitalone
binancez.com,104.21.24.65,104.21.24.65,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: binance
binancew.com,198.251.81.30,198.251.81.30,80,,,parking.namesilo.com,,1,Combo-squat: binance
binancet.com,,103.59.100.238,,,,,,1,Combo-squat: binance
binancey.com,,74.220.199.6,,,,,,1,Combo-squat: binance
binancex.us,216.120.147.200,216.120.147.200,,,,,,1,Combo-squat: binance
bingxe.com,,156.250.85.101,,,,,,1,Combo-squat: bingx
bingx1.com,,45.32.113.17,,,,,,1,Combo-squat: bingx
bingxi.com,,103.225.9.20,,,,,,1,Combo-squat: bingx
biohazardeliquid.com,172.67.136.2,172.67.136.2,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,drugrehabsouthjordan.com,,1,Combo-squat: liquid
bingxs.com,,121.196.193.224,,,,,,1,Combo-squat: bingx
bitcoinsandblockchainssc.com,,104.21.47.17,,,,,,1,Combo-squat: block
bitfinexf.com,,104.21.56.55,,,,,,1,Combo-squat: bitfinex
bitbybit.bg,75.2.60.5,75.2.60.5,80;443,,cloud,netlify.app;acd89244c803f7181.awsglobalaccelerator.com,,1,Combo-squat: bybit
bitfinexe.com,91.204.209.22,91.204.209.22,53;2086,,,coral.premium.hostns.io,,1,Combo-squat: bitfinex
binancex.com,,35.173.228.115,,,,,,1,Combo-squat: binance
bingxn.com,8.146.198.206,8.146.198.206,80;22,CVE-2023-51385;CVE-2016-20012;CVE-2021-36368;CVE-2025-26465;CVE-2025-32728;CVE-2020-14145;CVE-2023-51767;CVE-2020-15778;CVE-2023-48795;CVE-2023-38408;CVE-2007-2768;CVE-2008-3844;CVE-2019-16905;CVE-2021-41617,cloud,,,1,Combo-squat: bingx
bitcoinexchange.cash,192.64.119.68,192.64.119.68,80,,,,,1,Combo-squat: coinex
bitget7.com,172.67.149.127,172.67.149.127,2096;2082;2083;2052;2053;2086;2087;2095;80;8880;8080;8443;443,,cdn,,,1,Combo-squat: bitget
bitgeta.com,,172.67.187.39,,,,,,1,Combo-squat: bitget
